Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
8/15/16,Peet's Coffee,PEET'S #08102 MILLBRAE CA,6.2,debit,Coffee Shops,BankAmericard Travel Rewards Visa Signature,,
8/15/16,Safeway,SAFEWAY STORE 00028787 MILBRAE CA,24.76,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
8/15/16,Sushirrito Kearny,SUSHIRRITO KEARNY SAN FRANCISCOCA,41.13,debit,Restaurants,BankAmericard Travel Rewards Visa Signature,,
8/15/16,21ST Amendment Brewery Cafe,21ST AMENDMENT BRE SAN FRANCISCOCA,7,debit,Restaurants,BankAmericard Travel Rewards Visa Signature,,
8/15/16,MTA,CCSF MTA IPS PRKNG METER SAN FRANCISCOCA,0.25,debit,Parking,BankAmericard Travel Rewards Visa Signature,,
8/15/16,Target,TARGET 00003202 COLMA CA,101.22,debit,Shopping,BankAmericard Travel Rewards Visa Signature,,
8/15/16,O'Reilly Auto Parts,OREILLY AUTO 00026088 DALY CITY CA,32.69,debit,Service & Parts,BankAmericard Travel Rewards Visa Signature,,
8/15/16,Nintendo Digital,NINTENDO DIGITAL 800-255-3700 WA,10,debit,Entertainment,BankAmericard Travel Rewards Visa Signature,,
8/15/16,Online Transfer Mo,Online Transfer 5596954524 to Mom #####7213 transaction #: 55969,200,debit,Auto Insurance,CHASE COLLEGE,,
8/15/16,Online Transfer Mo,Online Transfer 5596954524 to Mom #####7213 transaction #: 55969,200,debit,Mobile Phone,CHASE COLLEGE,,
8/15/16,Fluidigm Cor Osv,Fluidigm Cor-OSV EDI PYMNTSPPD ID: 3263101267,1667.75,credit,Income,CHASE COLLEGE,,
8/15/16,Dept Education Student,DEPT EDUCATION   STUDENT LNPPD ID: 9102001001,228.68,debit,Student Loan,CHASE COLLEGE,,
8/13/16,Kwik Serv Westborough,KWIK SERV WESTBOROUGH S SAN FRAN CA,41.73,debit,Food & Dining,BankAmericard Travel Rewards Visa Signature,,
8/13/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,113.5,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
8/12/16,Wf Efs Stdnt,WF EFS STDNT LN  AUTOPAYPPD ID: 2411745897,50.11,debit,Bills & Utilities,CHASE COLLEGE,,
8/10/16,Venmo,VENMO-2          PAYMENT    261218456       WEB ID: 3264681992,40,debit,Entertainment,CHASE COLLEGE,,
8/9/16,Pacific Supermarket,PACIFIC SUPERMARKET SO S SAN FRAN CA,1.59,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
8/9/16,Citi Autopay Ppd,CITI AUTOPAY     PAYMENTPPD ID: CITICARDAP,61,debit,Credit Card Payment,CHASE COLLEGE,,
8/8/16,Marin County Parks,MARIN COUNTY PARKS SAN RAFAEL CA,10,debit,Uncategorized,BankAmericard Travel Rewards Visa Signature,,
8/8/16,Chevron,CHEVRON 0094081 PETALUMA CA,46.31,debit,Gas & Fuel,BankAmericard Travel Rewards Visa Signature,,
8/8/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,152.47,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
8/8/16,Safeway,SAFEWAY STORE 00028787 MILBRAE CA,8.72,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
8/8/16,Chevron,CHEVRON 0094081 PETALUMA CA,4.74,debit,Gas & Fuel,BankAmericard Travel Rewards Visa Signature,,
8/8/16,Peet's Coffee,PEETS 15902 PETALUMA CA,7.3,debit,Coffee Shops,BankAmericard Travel Rewards Visa Signature,,
8/7/16,Autopay Rautopay Auto,AUTOPAY 999990000052342RAUTOPAY AUTO-PMT,61,credit,Credit Card Payment,Citi Simplicity Card,,
8/6/16,Target,TARGET 00003202 COLMA CA,25.58,debit,Shopping,BankAmericard Travel Rewards Visa Signature,,
8/6/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,22.81,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
8/4/16,Stella Alpina Osteria,STELLA ALPINA OSTERIA BURLINGAME CA,120.52,debit,Restaurants,BankAmericard Travel Rewards Visa Signature,,
8/4/16,Chevron,CHEVRON 0091035 MILLBRAE CA,25.32,debit,Gas & Fuel,BankAmericard Travel Rewards Visa Signature,,
8/2/16,Fastrak,FASTRAK CSC 415-486-8655 CA,25,debit,Auto & Transport,BankAmericard Travel Rewards Visa Signature,,
8/2/16,Pak N Save,PAK N SAVE 00031161 S SAN FRAN CA,27.45,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
8/1/16,Chevron,CHEVRON 0092038 SAN MATEO CA,48.55,debit,Gas & Fuel,BankAmericard Travel Rewards Visa Signature,,
8/1/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,128.93,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
8/1/16,Lucchesi Deli,LUCCHESI DELI INC PETALUMA CA,12.12,debit,Restaurants,BankAmericard Travel Rewards Visa Signature,,
8/1/16,Peet's Coffee,PEET'S #08102 MILLBRAE CA,3.75,debit,Coffee Shops,BankAmericard Travel Rewards Visa Signature,,
8/1/16,Remote Online Deposit,REMOTE ONLINE DEPOSIT #1,191.84,credit,Income,CHASE COLLEGE,,
8/1/16,Venmo,VENMO-2          PAYMENT    254473442       WEB ID: 3264681992,230,debit,Mortgage & Rent,CHASE COLLEGE,,
8/1/16,Bk Amer Online,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,131.96,debit,Credit Card Payment,CHASE COLLEGE,,
7/29/16,Ba Electronic,BA ELECTRONIC PAYMENT,131.96,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
7/29/16,Peet's Coffee,PEET'S #08102 MILLBRAE CA,17.95,debit,Coffee Shops,BankAmericard Travel Rewards Visa Signature,,
7/29/16,Remote Online Deposit,REMOTE ONLINE DEPOSIT #1,666.37,credit,Income,CHASE COLLEGE,,
7/28/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,6.76,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
7/28/16,Pacific Supermarket,PACIFIC SUPERMARKET SO S SAN FRAN CA,2.98,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
7/27/16,Ramen Parlor,RAMEN PARLOR SAN MATEO CA,17.75,debit,Restaurants,BankAmericard Travel Rewards Visa Signature,,
7/27/16,Target,TARGET 00014076 DALY CITY CA,54.48,debit,Shopping,BankAmericard Travel Rewards Visa Signature,,
7/27/16,Bk Amer Online,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,701.75,debit,Credit Card Payment,CHASE COLLEGE,,
7/27/16,Check 1001,Check Paid #1001,111,debit,Check,Investor Checking,,
7/26/16,Ba Electronic,BA ELECTRONIC PAYMENT,701.75,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
7/26/16,24 Hour Fitness,"24HOUR FITNESS USA,INC 800-432-6348 CA",49.99,debit,Gym,BankAmericard Travel Rewards Visa Signature,,
7/25/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,1.99,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
7/25/16,Port Ips Parking,PORT IPS PARKING METERS SAN FRANCISCOCA,0.25,debit,Parking,BankAmericard Travel Rewards Visa Signature,,
7/25/16,Delancey Street Restaurant,DELANCEY STREET RESTAU SAN FRANCISCOCA,50.25,debit,Restaurants,BankAmericard Travel Rewards Visa Signature,,
7/25/16,Ca Banking Center,CA Banking Center payment,300.26,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
7/25/16,Port Ips Parking,PORT IPS PARKING METERS SAN FRANCISCOCA,0.25,debit,Parking,BankAmericard Travel Rewards Visa Signature,,
7/25/16,Port Ips Parking,PORT IPS PARKING METERS SAN FRANCISCOCA,0.25,debit,Parking,BankAmericard Travel Rewards Visa Signature,,
7/25/16,Arco,ARCO PAYPOINT SOUTH SAN FRA CA07/25,13.11,debit,Gas & Fuel,CHASE COLLEGE,,
7/19/16,Safeway,SAFEWAY STORE 00028787 MILBRAE CA,5,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
7/19/16,Interest,INTEREST PAYMENT,0.01,credit,Interest Income,CHASE SAVINGS,,
7/18/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,121.46,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
7/18/16,Pacific Supermarket,PACIFIC SUPERMARKET SO S SAN FRAN CA,3.78,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
7/18/16,Remote Online Deposit,REMOTE ONLINE DEPOSIT #1,576.27,credit,Income,CHASE COLLEGE,,
7/16/16,Fastrak,FASTRAK CSC 415-486-8655 CA,25,debit,Auto & Transport,BankAmericard Travel Rewards Visa Signature,,
7/16/16,Safeway,SAFEWAY STORE 00030114 PETALUMA CA,10.81,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
7/16/16,Kwik Serv Westborough,KWIK SERV WESTBOROUGH S SAN FRAN CA,42.57,debit,Food & Dining,BankAmericard Travel Rewards Visa Signature,,
7/16/16,USPS,USPS 05741602634710350 SOUTH SAN FRACA,9.4,debit,Shipping,BankAmericard Travel Rewards Visa Signature,,
7/16/16,Orchard Supply,ORCHARD SUPPLY #540 S SAN FRANCISCA,5.25,debit,Home Improvement,BankAmericard Travel Rewards Visa Signature,,
7/16/16,Peet's Coffee,PEETS 14202 S SAN FRANCISCA,1.8,debit,Coffee Shops,BankAmericard Travel Rewards Visa Signature,,
7/16/16,Perfect Pour Pacifica,SQ *PERFECT POUR PACIFICA CA,15.5,debit,Alcohol & Bars,BankAmericard Travel Rewards Visa Signature,,
7/15/16,Fedloanservicing Stdnt Loan,FEDLOANSERVICING STDNT LOAN 6LA2M39RIG1     WEB ID: 9102000802,50,debit,Student Loan,CHASE COLLEGE,,
7/13/16,Fastrak,FASTRAK CSC 415-486-8655 CA,25,debit,Auto & Transport,BankAmericard Travel Rewards Visa Signature,,
7/13/16,Eddies 76,EDDIE'S 76 SERVICE PACIFICA CA,49.76,debit,Gas & Fuel,BankAmericard Travel Rewards Visa Signature,,
7/13/16,Dept Education Student,DEPT EDUCATION   STUDENT LNPPD ID: 9102001001,228.68,debit,Student Loan,CHASE COLLEGE,,
7/13/16,Schwab Bank Transfer,SCHWAB BANK      TRANSFER   000440024304642 WEB ID: 3615220001,111,debit,Transfer,CHASE COLLEGE,,
7/12/16,Safeway,SAFEWAY STORE 00028787 MILBRAE CA,16.96,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
7/12/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,14.16,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
7/12/16,Wf Efs Stdnt,WF EFS STDNT LN  AUTOPAYPPD ID: 2411745897,50.11,debit,Bills & Utilities,CHASE COLLEGE,,
7/12/16,Deposit,Electronic Deposit,111,credit,Income,Investor Checking,,
7/11/16,Davis Ace Hdwe,DAVIS ACE HDWE DAVIS CA,8.13,debit,Uncategorized,BankAmericard Travel Rewards Visa Signature,,
7/11/16,Safeway,SAFEWAY STORE00015610 DAVIS CA,14.98,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
7/11/16,Valero,VALERO 7259 SAN BRUNO CA,47.52,debit,Gas & Fuel,BankAmericard Travel Rewards Visa Signature,,
7/11/16,Bay Area Bridges,BAY AREA BRIDGE TOLL P 877-299-8655 CA,12.5,debit,Business Services,BankAmericard Travel Rewards Visa Signature,,
7/11/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,93.44,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
7/11/16,Bay Area Bridges,BAY AREA BRIDGE TOLL P 877-299-8655 CA,7.5,debit,Business Services,BankAmericard Travel Rewards Visa Signature,,
7/11/16,ATM Withdrawal,ATM WITHDRAWAL003140  07/09330 E ST,40,debit,Cash & ATM,CHASE COLLEGE,,
7/9/16,Safeway,SAFEWAY STORE 00028787 MILBRAE CA,3.99,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
7/8/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,4.58,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
7/8/16,Citi Autopay Ppd,CITI AUTOPAY     PAYMENTPPD ID: CITICARDAP,62,debit,Credit Card Payment,CHASE COLLEGE,,
7/7/16,Venmo,VENMO-2          PAYMENT    240356794       WEB ID: 3264681992,300,debit,Transfer,CHASE COLLEGE,,
7/7/16,Autopay Rautopay Auto,AUTOPAY 999990000052342RAUTOPAY AUTO-PMT,62,credit,Credit Card Payment,Citi Simplicity Card,,
7/6/16,Trader Joe's,TRADER JOE'S #187 QPS SO SAN FRAN CA,101.24,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
7/6/16,Taqueria San Bruno,TAQUERIA SAN BRUNO SAN BRUNO CA,22.72,debit,Restaurants,BankAmericard Travel Rewards Visa Signature,,
7/6/16,Peet's Coffee,PEETS 14202 S SAN FRANCISCA,10.6,debit,Coffee Shops,BankAmericard Travel Rewards Visa Signature,,
7/6/16,Trader Joe's,TRADER JOE'S #187 QPS SO SAN FRAN CA,6.99,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
7/6/16,Transfer from CHASE SAVINGS,Online Transfer from SAV ...5920transaction#: 5510629650,280,credit,Transfer,CHASE COLLEGE,,
7/6/16,Pacific BP,041975 Pacific B WEB PMTS   47PZY2          WEB ID: 1273118694,58.16,debit,Gas & Fuel,CHASE COLLEGE,,
7/6/16,Transfer to CHASE COLLEGE,Online Transfer to CHK ...7150 transaction#: 5510629650,280,debit,Transfer,CHASE SAVINGS,,
7/5/16,Safeway,SAFEWAY STORE00009837 LAKEPORT CA,18.99,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
7/5/16,Peet's Coffee,PEETS 15902 PETALUMA CA,1.02,debit,Coffee Shops,BankAmericard Travel Rewards Visa Signature,,
7/4/16,Highland Gas Station,HIGHLAND GAS STATION LAKEPORT CA,45.37,debit,Gas & Fuel,BankAmericard Travel Rewards Visa Signature,,
7/4/16,Peet's Coffee,PEETS 15902 PETALUMA CA,1.42,debit,Coffee Shops,BankAmericard Travel Rewards Visa Signature,,
7/4/16,Peet's Coffee,PEET'S #08202 PETALUMA CA,2.8,debit,Coffee Shops,BankAmericard Travel Rewards Visa Signature,,
7/2/16,Capraras Pizzeria,CAPRARAS PIZZERIA PENNGROVE CA,25.66,debit,Fast Food,BankAmericard Travel Rewards Visa Signature,,
7/2/16,Peet's Coffee,PEETS 14202 S SAN FRANCISCA,2.41,debit,Coffee Shops,BankAmericard Travel Rewards Visa Signature,,
7/2/16,Aa Smog,AA+ SMOG BURLINGAME CA,40,debit,Service & Parts,BankAmericard Travel Rewards Visa Signature,,
7/1/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,52.73,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
7/1/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,3.99,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
7/1/16,Bay Area Bridges,BAY AREA BRIDGE TOLL P 877-299-8655 CA,7.25,debit,Business Services,BankAmericard Travel Rewards Visa Signature,,
7/1/16,Safeway,SAFEWAY STORE 00028787 MILBRAE CA,19.98,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
7/1/16,Peet's Coffee,PEET'S #08102 MILLBRAE CA,3.47,debit,Coffee Shops,BankAmericard Travel Rewards Visa Signature,,
6/30/16,Bay Area Bridges,BAY AREA BRIDGE TOLL P 877-299-8655 CA,21.75,debit,Business Services,BankAmericard Travel Rewards Visa Signature,,
6/29/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,8.97,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/29/16,Safeway,SAFEWAY STORE 00028787 MILBRAE CA,2.09,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/29/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,14.76,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/29/16,Peet's Coffee,PEET'S #01802 BURLINGAME CA,2.85,debit,Coffee Shops,BankAmericard Travel Rewards Visa Signature,,
6/29/16,Flyers,FLYERS 219 * SOUTH SAN FRACA,42.55,debit,Music,BankAmericard Travel Rewards Visa Signature,,
6/29/16,Safeway,SAFEWAY STORE 00028787 MILBRAE CA,1,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/29/16,Bk Amer Online,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,814.49,debit,Credit Card Payment,CHASE COLLEGE,,
6/28/16,Ba Electronic,BA ELECTRONIC PAYMENT,814.49,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
6/28/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,3.99,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/28/16,Safeway,SAFEWAY STORE00009837 LAKEPORT CA,17.26,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/28/16,City Burlingame Parki,CITY OF BURLINGAME-PARKI BURLINGAME CA,3,debit,Parking,BankAmericard Travel Rewards Visa Signature,,
6/28/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,3.99,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/28/16,Little Lucca Speci,LITTLE LUCCA SPECI SOUTH SAN FRACA,10.4,debit,Uncategorized,BankAmericard Travel Rewards Visa Signature,,
6/28/16,Logans,LOGANS LAKEPORT CA,10,debit,Restaurants,BankAmericard Travel Rewards Visa Signature,,
6/28/16,Crouching Tiger,CROUCHING TIGER BAR REDWOOD CITY CA,26.23,debit,Restaurants,BankAmericard Travel Rewards Visa Signature,,
6/28/16,Transfer from CHASE SAVINGS,Online Transfer from SAV ...5920transaction#: 5490328732,600,credit,Transfer,CHASE COLLEGE,,
6/28/16,Transfer to CHASE COLLEGE,Online Transfer to CHK ...7150 transaction#: 5490328732,600,debit,Transfer,CHASE SAVINGS,,
6/27/16,Speakeasy,SPEAKEASY PETALUMA CA,8,debit,Education,BankAmericard Travel Rewards Visa Signature,,
6/27/16,Chevron,CHEVRON 0094081 PETALUMA CA,43.1,debit,Gas & Fuel,BankAmericard Travel Rewards Visa Signature,,
6/27/16,Safeway,SAFEWAY STORE 00030114 PETALUMA CA,17.48,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/27/16,Peet's Coffee,PEETS 15902 PETALUMA CA,3.65,debit,Coffee Shops,BankAmericard Travel Rewards Visa Signature,,
6/25/16,Safeway,SAFEWAY STORE00006395 SAN MATEO CA,3.49,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/25/16,Safeway,SAFEWAY STORE00006395 SAN MATEO CA,4.36,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/24/16,Ramen Dojo,RAMEN DOJO SAN MATEO CA,35.22,debit,Fast Food,BankAmericard Travel Rewards Visa Signature,,
6/24/16,Trader Joe's,TRADER JOE'S #245 QPS SAN MATEO CA,3.99,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/24/16,Attic B Street,ATTIC & B STREET STATION SAN MATEO CA,12,debit,Uncategorized,BankAmericard Travel Rewards Visa Signature,,
6/23/16,Flyers,FLYERS 219 * SOUTH SAN FRACA,52.29,debit,Music,BankAmericard Travel Rewards Visa Signature,,
6/23/16,24 Hour Fitness,24 HOUR FITNESS #813 CARLSBAD CA,156.64,debit,Gym,BankAmericard Travel Rewards Visa Signature,,
6/23/16,Trader Joe's,TRADER JOE'S #245 QPS SAN MATEO CA,9.67,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/22/16,Safeway,SAFEWAY STORE00006395 SAN MATEO CA,22.93,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/21/16,Walgreens,WALGREENS #0625 MILLBRAE CA,20.14,debit,Pharmacy,BankAmericard Travel Rewards Visa Signature,,
6/20/16,Taps Restaurant Tasti,TAPS RESTAURANT AND TASTIPETALUMA CA,45.24,debit,Restaurants,BankAmericard Travel Rewards Visa Signature,,
6/20/16,Trader Joe's,TRADER JOE'S #067 QPS SAN MATEO CA,74.05,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/20/16,Shell,SHELL OIL 57444683403 S SAN FRAN CA,29.59,debit,Gas & Fuel,BankAmericard Travel Rewards Visa Signature,,
6/20/16,Sol Food,SOL FOOD,38.62,debit,Restaurants,BankAmericard Travel Rewards Visa Signature,,
6/18/16,Walgreens,WALGREENS #0625 MILLBRAE CA,13.07,credit,Pharmacy,BankAmericard Travel Rewards Visa Signature,,
6/18/16,Nra Servsafe Restaurant,NRA SERVSAFE RESTAURANT.ORIL,15,debit,Restaurants,BankAmericard Travel Rewards Visa Signature,,
6/18/16,Trader Joe's,TRADER JOE'S #187 QPS SO SAN FRAN CA,3.99,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/17/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,11.57,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/16/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,12.55,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/16/16,Federal Express,FEDEXOFFICE 00007567 MILLBRAE CA,1.62,debit,Shipping,BankAmericard Travel Rewards Visa Signature,,
6/16/16,Walgreens,WALGREENS #0625 MILLBRAE CA,3.7,debit,Pharmacy,BankAmericard Travel Rewards Visa Signature,,
6/16/16,Federal Express,FEDEXOFFICE 00007567 MILLBRAE CA,9.25,debit,Shipping,BankAmericard Travel Rewards Visa Signature,,
6/16/16,Bk Amer Online,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,621.8,debit,Credit Card Payment,CHASE COLLEGE,,
6/16/16,Interest,INTEREST PAYMENT,0.02,credit,Interest Income,CHASE SAVINGS,,
6/15/16,Ba Electronic,BA ELECTRONIC PAYMENT,621.8,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
6/15/16,Bayhill Gym & Fitness,BAYHILL GYM & FITNESS SAN BRUNO CA,10,debit,Amusement,BankAmericard Travel Rewards Visa Signature,,
6/14/16,Walgreens,WALGREENS #0625 MILLBRAE CA,18.51,debit,Pharmacy,BankAmericard Travel Rewards Visa Signature,,
6/14/16,Yi Yuan Szechuan,YI YUAN SZECHUAN RESTAURAMILLBRAE CA,35.36,debit,Restaurants,BankAmericard Travel Rewards Visa Signature,,
6/14/16,ATM Withdrawal,ATM WITHDRAWAL007663  06/14101 WESTE,40,debit,Cash & ATM,CHASE COLLEGE,,
6/14/16,Transfer from CHASE SAVINGS,Online Transfer from SAV ...5920transaction#: 5461451096,1000,credit,Transfer,CHASE COLLEGE,,
6/14/16,Dept Education Student,DEPT EDUCATION   STUDENT LNPPD ID: 9102001001,228.68,debit,Student Loan,CHASE COLLEGE,,
6/14/16,Transfer to CHASE COLLEGE,Online Transfer to CHK ...7150 transaction#: 5461451096,1000,debit,Transfer,CHASE SAVINGS,,
6/13/16,Md Gas Food,MD GAS AND FOOD NUMBER 14GUERNEVILLE CA,42.41,debit,Food & Dining,BankAmericard Travel Rewards Visa Signature,,
6/13/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,49.67,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/13/16,Oliver's Market,OLIVER'S MARKET #1 COTATI CA,19.34,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/13/16,Wf Efs Stdnt,WF EFS STDNT LN  AUTOPAYPPD ID: 2411745897,50.11,debit,Bills & Utilities,CHASE COLLEGE,,
6/11/16,Safeway,SAFEWAY STORE00006395 SAN MATEO CA,2,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/11/16,Safeway,SAFEWAY STORE00006395 SAN MATEO CA,9.82,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/10/16,Safeway,SAFEWAY STORE00006395 SAN MATEO CA,21.04,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
6/10/16,Safeway,SAFEWAY  STORE  0639 SAN MATEO CA            06/10 Purchase $33.,53.23,debit,Groceries,CHASE COLLEGE,,
6/10/16,Safeway,SAFEWAY  STORE  0639 SAN MATEO CA            06/10 Purchase $20.,40.57,debit,Groceries,CHASE COLLEGE,,
6/9/16,ACS Education Services,ACS Express Pay  ECHECK PAY 703206085813770 WEB ID: 9525011122,90,debit,Student Loan,CHASE COLLEGE,,
6/9/16,ACS Education Services,ACS Express Pay  ECHECK PAY 703006085813770 WEB ID: 9525011122,120,debit,Student Loan,CHASE COLLEGE,,
6/9/16,Fedloanservicing Stdnt Loan,FEDLOANSERVICING STDNT LOAN 6L81D8F0A51     WEB ID: 9102000802,50,debit,Student Loan,CHASE COLLEGE,,
6/8/16,Citi Autopay Ppd,CITI AUTOPAY     PAYMENTPPD ID: CITICARDAP,63,debit,Credit Card Payment,CHASE COLLEGE,,
6/7/16,Autopay Rautopay Auto,AUTOPAY 999990000052342RAUTOPAY AUTO-PMT,63,credit,Credit Card Payment,Citi Simplicity Card,,
6/2/16,ATM Withdrawal,ATM WITHDRAWAL007513  06/02330 E ST,40,debit,Cash & ATM,CHASE COLLEGE,,
5/31/16,Bk Amer Online,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,533.71,debit,Credit Card Payment,CHASE COLLEGE,,
5/31/16,Arco,ARCO PAYPOINT DAVIS CA05/28,40.16,debit,Gas & Fuel,CHASE COLLEGE,,
5/31/16,Transfer from CHASE SAVINGS,Online Transfer from SAV ...5920transaction#: 5425338394,1000,credit,Transfer,CHASE COLLEGE,,
5/31/16,Transfer to CHASE COLLEGE,Online Transfer to CHK ...7150 transaction#: 5425338394,1000,debit,Transfer,CHASE SAVINGS,,
5/31/16,ATM Withdrawal,ATM WITHDRAWAL006813  05/28330 E ST,320,debit,Cash & ATM,CHASE SAVINGS,,
5/23/16,ATM Withdrawal,ATM WITHDRAWAL002933  05/23101 WESTE,40,debit,Cash & ATM,CHASE COLLEGE,,
5/20/16,ATM Withdrawal,ATM WITHDRAWAL002203  05/20101 WESTE,40,debit,Cash & ATM,CHASE COLLEGE,,
5/17/16,Interest,INTEREST PAYMENT,0.03,credit,Interest Income,CHASE SAVINGS,,
5/7/16,Transfer from CHASE COLLEGE,AUTOPAY 999990000052342RAUTOPAY AUTO-PMT,64,credit,Credit Card Payment,Citi Simplicity Card,,
5/2/16,Venmo Cashout,VENMO-0 CASHOUT,30,credit,Income,Investor Checking,,
5/2/16,Transfer to CHASE COLLEGE,Electronic Withdrawal,32,debit,Transfer,Investor Checking,,
4/29/16,Venmo Cashout,VENMO-0 CASHOUT,32,credit,Income,Investor Checking,,
4/7/16,Keith Grote,KEITH GROTE DMD DAVIS CA,360,debit,Dentist,Citi Simplicity Card,,
4/7/16,Autopay Rautopay Auto,AUTOPAY 999990000052342RAUTOPAY AUTO-PMT,44,credit,Credit Card Payment,Citi Simplicity Card,,
4/6/16,Keith Grote,KEITH GROTE DMD DAVIS CA,120,debit,Dentist,Citi Simplicity Card,,
4/5/16,Withdrawal,Electronic Withdrawal,331.55,debit,Uncategorized,Investor Checking,,
4/5/16,Venmo,VENMO-2 PAYMENT,331.55,debit,Transfer,Investor Checking,,
4/2/16,Apple,APPLE STORE #R044 SANTA ROSA CA,852.55,debit,Electronics & Software,Citi Simplicity Card,,
4/2/16,Vans,VANS #095 PETALUMA CA,54.07,debit,Clothing,Citi Simplicity Card,,
3/31/16,ATM Fee Refund,ATM Fee Rebate,99.34,credit,ATM Fee,Investor Checking,,
3/31/16,Interest Paid,Interest Paid,0.07,credit,Interest Income,Investor Checking,,
